antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"breathlessness, mucoid sputum",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"family history, mucoid sputum",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"dark urine, weight loss",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"continuous sneezing, headache",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"continuous sneezing, malaise",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"continuous sneezing, swelled lymph nodes",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"continuous sneezing, fatigue",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"cough, weight loss",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"cough, headache",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"continuous sneezing, cough",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"itching, mild fever",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"acute liver failure, nausea",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"acute liver failure, vomiting",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"acute liver failure, yellowish skin",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"itching, swelled lymph nodes",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"itching, weight loss",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"lethargy, swelled lymph nodes",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"lethargy, skin rash",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"lethargy, mild fever",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"joint pain, red spots over body",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"joint pain, malaise",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"acute liver failure, joint pain",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"acute liver failure, fatigue",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"skin rash, vomiting",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"weight loss, yellowish skin",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"skin rash, swelled lymph nodes",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"red spots over body, vomiting",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"muscle pain, skin rash",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"acute liver failure, dark urine",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"muscle pain, red spots over body",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"mild fever, skin rash",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"headache, mild fever",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"headache, lethargy",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"headache, itching",high fever,0.02195121951219512,0.27682926829268295,0.020731707317073172,0.9444444444444445,3.4116495349975526,1.0,0.014654967281380132,13.017073170731727,0.7227519436702362,0.07456140350877193,0.9231778152520144,0.5096671561429271
"chills, cough",high fever,0.06585365853658537,0.27682926829268295,0.06219512195121951,0.9444444444444444,3.411649534997552,1.0,0.04396490184414039,13.0170731707317,0.7567193979419444,0.22173913043478258,0.9231778152520143,0.5845570239843367
"chills, sweating",high fever,0.06585365853658537,0.27682926829268295,0.06219512195121951,0.9444444444444444,3.411649534997552,1.0,0.04396490184414039,13.0170731707317,0.7567193979419444,0.22173913043478258,0.9231778152520143,0.5845570239843367
"breathlessness, cough",high fever,0.06463414634146342,0.27682926829268295,0.06097560975609756,0.9433962264150942,3.407863020530296,1.0,0.04308298631766805,12.77601626016258,0.7553846153846153,0.21739130434782605,0.9217283400680898,0.5818302717978555
"breathlessness, fatigue",high fever,0.06463414634146342,0.27682926829268295,0.06097560975609756,0.9433962264150942,3.407863020530296,1.0,0.04308298631766805,12.77601626016258,0.7553846153846153,0.21739130434782605,0.9217283400680898,0.5818302717978555
"cough, fatigue",high fever,0.08536585365853659,0.27682926829268295,0.08048780487804878,0.9428571428571428,3.4059156702328504,1.0,0.056856038072575846,12.655487804878044,0.7723232323232322,0.2857142857142857,0.920982895687786,0.6168030207677785
"fatigue, itching",yellowish skin,0.06585365853658537,0.18536585365853658,0.041463414634146344,0.6296296296296297,3.3966861598440548,1.0,0.029256395002974424,2.1995121951219514,0.7553371217938873,0.19767441860465118,0.5453537369705034,0.42665692007797273
"itching, loss of appetite",yellowish skin,0.06585365853658537,0.18536585365853658,0.041463414634146344,0.6296296296296297,3.3966861598440548,1.0,0.029256395002974424,2.1995121951219514,0.7553371217938873,0.19767441860465118,0.5453537369705034,0.42665692007797273
"fatigue, joint pain",yellowish skin,0.06585365853658537,0.18536585365853658,0.041463414634146344,0.6296296296296297,3.3966861598440548,1.0,0.029256395002974424,2.1995121951219514,0.7553371217938873,0.19767441860465118,0.5453537369705034,0.42665692007797273
"joint pain, nausea",abdominal pain,0.08902439024390243,0.2097560975609756,0.06341463414634146,0.7123287671232877,3.3959859827970695,1.0,0.0447412254610351,2.747038327526133,0.7744825455668829,0.2694300518134715,0.6359715880263827,0.5073271742593183
"loss of appetite, yellowish skin",nausea,0.1329268292682927,0.2329268292682927,0.1048780487804878,0.7889908256880733,3.387290455833613,1.0,0.0739158239143367,3.6352598091198294,0.8128250417034638,0.40186915887850466,0.7249164977173611,0.6196263028963926
"abdominal pain, high fever",yellowish skin,0.06829268292682927,0.18536585365853658,0.042682926829268296,0.625,3.3717105263157894,1.0,0.03002379535990482,2.1723577235772358,0.7549738219895288,0.2023121387283237,0.5396706586826346,0.4276315789473684
"yellowing of eyes, yellowish skin",nausea,0.13414634146341464,0.2329268292682927,0.1048780487804878,0.7818181818181817,3.3564969062351255,1.0,0.07363176680547293,3.515752032520324,0.8108417949557812,0.39999999999999997,0.7155658332128919,0.6160399809614469
breathlessness,"fatigue, high fever",0.09146341463414634,0.19878048780487806,0.06097560975609756,0.6666666666666666,3.353783231083844,1.0,0.04279446757882213,2.4036585365853655,0.7724832214765102,0.2659574468085106,0.5839675291730085,0.4867075664621677
chills,"fatigue, high fever",0.16219512195121952,0.19878048780487806,0.1073170731707317,0.6616541353383458,3.328566815812537,1.0,0.07507584770969661,2.3680487804878045,0.8350039698292974,0.4230769230769231,0.5777114017921515,0.6007657179759214
yellowing of eyes,abdominal pain,0.16585365853658537,0.2097560975609756,0.11463414634146342,0.6911764705882353,3.2951436388508895,1.0,0.07984533016061868,2.558885017421603,0.8350130645763344,0.4392523364485981,0.6092047930283224,0.618844049247606
"abdominal pain, nausea",loss of appetite,0.11097560975609756,0.23414634146341465,0.08536585365853659,0.7692307692307693,3.28525641025641,1.0,0.05938132064247472,3.3186991869918705,0.7824417009602195,0.3286384976525822,0.6986771190592848,0.5669070512820513
"abdominal pain, dark urine",loss of appetite,0.11097560975609756,0.23414634146341465,0.08536585365853659,0.7692307692307693,3.28525641025641,1.0,0.05938132064247472,3.3186991869918705,0.7824417009602195,0.3286384976525822,0.6986771190592848,0.5669070512820513
dark urine,loss of appetite,0.11585365853658537,0.23414634146341465,0.08902439024390243,0.7684210526315789,3.2817982456140347,1.0,0.061897679952409274,3.3070953436807087,0.7863958431743032,0.3411214953271028,0.697619845792826,0.5743146929824561
"loss of appetite, yellowing of eyes",abdominal pain,0.1597560975609756,0.2097560975609756,0.10975609756097561,0.6870229007633588,3.2753417361974084,1.0,0.07624628197501487,2.5249256395002977,0.8267698758264796,0.4225352112676056,0.6039487324474603,0.6051393573584236
"dark urine, yellowish skin",loss of appetite,0.10975609756097561,0.23414634146341465,0.08414634146341464,0.7666666666666667,3.274305555555556,1.0,0.05844735276621059,3.282229965156795,0.7802263251935676,0.323943661971831,0.6953290870488323,0.5630208333333333
"fatigue, yellowish skin",loss of appetite,0.10975609756097561,0.23414634146341465,0.08414634146341464,0.7666666666666667,3.274305555555556,1.0,0.05844735276621059,3.282229965156795,0.7802263251935676,0.323943661971831,0.6953290870488323,0.5630208333333333
"abdominal pain, yellowing of eyes",nausea,0.11463414634146342,0.2329268292682927,0.08658536585365853,0.7553191489361701,3.2427314247521437,1.0,0.059883997620464,3.1349946977730636,0.7811663368641601,0.3317757009345794,0.6810201941616209,0.5635234488136348
"vomiting, yellowing of eyes",nausea,0.11341463414634147,0.2329268292682927,0.08536585365853659,0.7526881720430108,3.2314361312841298,1.0,0.05894854253420584,3.101643690349947,0.7788760070740814,0.3271028037383178,0.6775903037762621,0.5595901593199347
